"LAVADO","monto_transferencia","frecuencia_mensual","antiguedad_cliente","paises_destino","indice_riesgo_cliente","volumen_total_mes","canal_transaccion","tipo_cliente","jurisdiccion_riesgo","pep","alerta_manual","perfil_operacional"
"No sospechoso",6064.18311780394,16,7,1,82.5109556343982,12176.3662356079,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3899.57287608141,14,6,0,53.5010211964839,7841.14575216282,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",1317.99076876274,16,7,4,73.1660907928235,2683.98153752547,"Online","Empresa","Bja","No","No","Volatil"
"No_sospechoso",2194.39663846221,14,8,2,70.4007004270928,4430.79327692442,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",2657.31039279123,16,4,3,83.8277683945802,5362.62078558246,NA,"Persona","Baja","No","No","Normal"
"No_sospechoso",4587.83433219546,16,10,1,33.2272285611739,9223.66866439093,"Internacional","Persona","Baja","No","No","Volatil"
"No_sospechoso",2361.85564480133,14,9,5,81.2553495547901,4765.71128960266,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",3589.79040331718,15,6,2,59.4903265401178,7224.58080663435,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2053.28416688241,16,6,0,66.0997769570758,4154.56833376483,NA,"Persona","Bja","No","No","Atipico"
"No_sospechoso",6851.97456372147,18,8,3,49.2562419686765,13757.9491274429,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",3426.3635358258,17,8,1,NA,6903.7270716516,"Online","Persona","Bja","No","No","Atipico"
"No sospechoso",3450.3366284443,13,8,3,47.225021856056,6939.6732568886,NA,"Empresa","Baja","No","No","Normal"
"No_sospechoso",2049.65180424147,16,5,2,67.7208604277009,4147.30360848295,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",3032.16968039846,16,7,1,54.2345572865889,6112.33936079692,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",5749.18035135239,12,7,3,84.4292006008542,11534.3607027048,"Online","Empresa","Bja","No","No","Volatil"
"No_sospechoso",2324.75057098993,15,9,1,59.2042909250946,4694.50114197986,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",2789.1278398816,16,7,4,64.7489186976388,5626.2556797632,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",3122.42141951119,17,8,1,57.5587296823247,6295.84283902239,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1154.66729429804,15,8,3,66.0304275177083,2354.33458859608,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3700.44313462085,16,7,1,76.2973337457083,7448.88626924171,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",1099.76707592385,16,7,5,NA,2247.5341518477,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",8973.14767695649,15,11,1,NA,17991.295353913,NA,"Persona","Baja","No","No","Atipico"
"No_sospechoso",3488.31987879431,14,9,2,53.6764023426416,7018.63975758862,"Sucursal","Offshore","Baja","No","No","Atipico"
"No_sospechoso",2787.89851309713,17,5,1,50.2319437012559,5626.79702619427,NA,"Persona","Baja","No","No","Atipico"
"No_sospechoso",3202.09926857233,16,5,1,54.4775584081437,6452.19853714466,NA,"Persona","Baja","No","No","Normal"
"No_sospechoso",5224.9684170814,15,3,1,84.7169169799551,10494.9368341628,NA,"Empresa","Baja","No","No","Atipico"
"No sospechoso",3279.38104006134,12,6,1,49.0379244184347,6594.76208012268,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4067.5316365913,16,5,3,69.9769269480786,8183.06327318261,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4782.29839149734,18,8,0,67.6722681258028,9618.59678299468,"Online","Persona","Bja","No","No","Atipico"
"No_sospechoso",2596.96257766994,15,5,4,52.992826643477,5238.92515533989,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",2609.2705229165,15,5,1,30.7341925292816,5263.54104583301,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",4845.17609381562,17,4,2,77.5973302511568,9741.35218763125,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4072.52924949926,15,8,3,57.7391991227759,8190.05849899852,"Sucursal","Persona","Alta","No","No","Volatil"
"No_sospechoso",4278.92695279004,16,5,1,54.4124011848927,8605.85390558008,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",9897.1066154698,17,9,4,54.8973260376221,19845.2132309396,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4560.59664371744,14,8,0,63.8434116979731,9163.19328743488,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1402.32342857909,14,9,2,NA,2846.64685715818,"Sucursal","Persona","Baja","No","No","Normal"
"No sospechoso",7964.72269086837,17,9,4,57.0897288408288,15980.4453817367,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",1034.22209779976,15,6,4,NA,2113.44419559951,NA,"Persona","Baja","No","No","Normal"
"No_sospechoso",3945.00761157403,18,6,3,NA,7944.01522314805,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",4358.87652261881,18,8,2,NA,8771.75304523761,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",3169.97277819331,15,8,1,53.2384176072456,6384.94555638662,"Sucursal","Empresa","Baja","No","No","Atipico"
"No_sospechoso",2045.62616751615,13,8,0,66.6686610570535,4130.25233503229,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",3426.97481039109,16,9,1,38.1887978919832,6901.94962078218,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",3560.98037862456,17,7,0,NA,7172.96075724912,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",3108.66682519271,17,8,3,87.9961985530607,6268.33365038542,"Sucursal","Persona","Baja","Si","No","Normal"
"No_sospechoso",2918.12783393952,14,9,2,64.3172510038197,5878.25566787904,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",3385.92657169306,16,8,1,58.292546367345,6819.85314338611,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",1541.85392955539,13,6,2,78.3453879703222,3122.70785911078,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",7779.76625495447,16,6,4,61.5018045287019,15607.5325099089,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",5580.17054263048,18,7,3,NA,11214.341085261,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",2784.14049887327,15,11,1,57.48658498129,5613.28099774653,NA,"Empresa","Bja","No","No","Volatil"
"No_sospechoso",2668.12931219943,16,6,1,43.1724203373616,5384.25862439887,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3509.9138710814,17,5,2,NA,7070.8277421628,"Sucursal","Persona","Baja","No","No","Normal"
"No sospechoso",4009.90284115018,20,8,0,57.5046810708121,8079.80568230036,"Sucursal","Persona","Bja","No","No","Normal"
"No sospechoso",3861.47968024256,14,4,3,43.1124070346856,7764.95936048513,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",1998.54907909293,14,6,1,75.0296199598005,4039.09815818587,"Sucursal","Persona","Baja","No","No","Normal"
"Sospechoso",11209.6865873285,15,6,6,28.7715149595738,22464.373174657,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",5101.67613317907,18,8,5,72.3697105630095,10257.3522663581,"Internacional","Persona","Baja","Si","No","Normal"
"No_sospechoso",3447.86634028983,16,6,3,54.8603438574773,6943.73268057967,"Online","Empresa","Bja","No","No","Atipico"
"No_sospechoso",3760.65989309179,14,9,0,83.7944073329188,7563.31978618359,"Sucursal","Persona","Baja","No","No","Volatil"
"No sospechoso",3529.59583886604,16,10,3,78.515194595651,7107.19167773208,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4147.93438715352,16,8,1,59.2789094712078,8343.86877430703,"Online","Persona","Baja","Si","No","Atipico"
"No_sospechoso",3350.61880535651,16,6,1,47.2323696387474,6749.23761071303,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",7381.76201494234,16,10,0,47.1720010017433,14811.5240298847,"Internacional","Empresa","Bja","No","No","Normal"
"No_sospechoso",1565.0225244649,13,4,2,39.4323489108496,3169.0450489298,"Sucursal","Empresa","Bja","No","No","Volatil"
"No_sospechoso",5375.1987928684,15,7,4,42.8901877171274,10795.3975857368,"Online","Persona","Baja","No","No","Normal"
"No sospechoso",4915.48423161486,14,10,2,53.5861158353777,9872.96846322972,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",2623.04340666316,15,6,1,65.5276156367347,5291.08681332632,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",2216.22536574106,13,9,2,NA,4471.45073148211,"Sucursal","Persona","Bja","No","No","Normal"
"No sospechoso",3648.24101245664,16,13,1,NA,7344.48202491329,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",4454.07478329077,18,5,2,43.3138047034771,8962.14956658153,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",6351.17056148411,14,6,1,78.2804348342723,12744.3411229682,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",3262.00910340995,13,6,0,62.5176931251995,6563.01820681989,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",5273.0280012788,16,6,4,46.4491334735377,10594.0560025576,"Online","Persona","Alta","No","No","Atipico"
"No_sospechoso",1712.01218362383,18,9,2,55.3836024805689,3478.02436724766,NA,"Persona","Baja","Si","No","Normal"
"No_sospechoso",2104.71131918478,14,5,2,36.108909784018,4251.42263836957,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2629.23786505678,15,7,4,66.2641101711207,5303.47573011356,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",3166.74866472382,16,6,2,65.7580556264671,6381.49732944764,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",3449.60243937893,16,6,3,76.0689347301397,6947.20487875786,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",2573.3904518174,14,6,2,55.7037806581548,5188.78090363481,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",4465.40510741275,17,6,4,56.273204744798,8981.81021482551,"Sucursal","Empresa","Bja","No","No","Volatil"
"No_sospechoso",7290.083102258,15,6,1,52.7067032667669,14625.166204516,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",2464.84726865662,15,9,2,56.2535315011636,4974.69453731324,"Online","Persona","Alta","No","No","Volatil"
"No_sospechoso",2775.04509425215,15,4,2,74.8484383433139,5595.09018850429,"Sucursal","Offshore","Bja","No","No","Normal"
"No_sospechoso",1272.88430702533,16,4,3,53.6490715689291,2593.76861405066,"Online","Persona","Bja","No","No","Atipico"
"No_sospechoso",2940.6992238974,15,10,1,NA,5926.3984477948,"Sucursal","Persona","Bja","No","No","Normal"
"No sospechoso",5063.30875441532,16,7,2,55.5294986083951,10174.6175088306,"Internacional","Persona","Baja","No","No","Volatil"
"No_sospechoso",2549.13096256936,16,9,3,NA,5146.26192513872,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",1660.22943810025,15,5,1,52.3137518537758,3365.4588762005,"Online","Empresa","Baja","No","No","Normal"
"No_sospechoso",1767.99808269613,17,8,4,55.1608017875166,3586.99616539225,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",5141.48655244446,17,9,0,81.8270562535128,10333.9731048889,"Sucursal","Persona","Bja","Si","No","Atipico"
"No_sospechoso",6767.66205996431,16,5,1,NA,13583.3241199286,NA,"Persona","Baja","No","No","Normal"
"No_sospechoso",2343.6476752976,15,5,1,41.2458996202407,4732.2953505952,"Online","Empresa","Bja","No","No","Normal"
"No_sospechoso",5789.73647483994,16,7,2,64.1625645450367,11627.4729496799,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",2497.7729173518,14,8,1,43.4897530541606,5037.54583470361,"Internacional","Persona","Bja","No","No","Atipico"
"No_sospechoso",2191.61967431579,14,3,3,47.6503774455694,4425.23934863157,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",6645.73985551395,15,8,3,57.7094086307939,13336.4797110279,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",7493.9577147715,16,7,1,38.0214224591838,15035.915429543,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",3296.41338563068,17,6,0,32.1616400197797,6643.82677126137,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",1737.63295537062,14,6,0,73.3331451773304,3517.26591074124,NA,"Empresa","Bja","No","No","Normal"
"No_sospechoso",3958.43515498553,16,5,4,56.8965600611214,7964.87030997106,"Online","Persona","Baja","No","No","Volatil"
"No_sospechoso",1768.36578363684,17,8,2,47.2223797298306,3587.73156727367,"Online","Persona","Baja","No","No","Volatil"
"No_sospechoso",4098.48145725688,16,5,4,73.8247718279089,8244.96291451377,"Internacional","Persona","Bja","No","No","Normal"
"Sospechoso",14248.1349159065,17,5,5,50.2144134713857,28547.2698318131,"Internacional","Persona","Alta","No","No","Normal"
"No_sospechoso",3246.92271521102,16,5,1,66.1891193642957,6541.84543042205,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",3374.31984830015,17,5,5,70.1740318721727,6799.63969660031,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1271.22094999096,15,6,2,73.0032776637229,2587.44189998191,"Sucursal","Empresa","Bja","No","No","Volatil"
"No_sospechoso",2637.0977822807,16,10,5,38.0471166286138,5322.1955645614,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",8078.43225991158,16,8,7,48.5149988884089,16204.8645198232,"Online","Persona","Baja","No","No","Normal"
"No sospechoso",1662.92884153079,14,7,1,74.1201370842588,3367.85768306157,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",4375.09164447654,19,7,0,56.952201402255,8807.18328895308,"Online","Persona","Baja","No","No","Volatil"
"No_sospechoso",2275.26626425238,16,6,0,67.039808471259,4598.53252850476,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",2074.85362124339,13,6,2,53.2911095482205,4188.70724248677,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",8121.47932588324,16,4,1,65.5554911682657,16290.9586517665,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",1122.95835519218,15,6,0,60.954850641703,2290.91671038435,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",9070.87915333215,17,10,0,68.2867397041891,18192.7583066643,"Online","Empresa","Bja","No","No","Volatil"
"No_sospechoso",1783.98604565355,20,9,1,61.5806164256516,3627.9720913071,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",1623.72808566704,15,6,1,61.9397100466648,3292.45617133407,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",4281.41993330707,17,7,3,50.9851419379741,8613.83986661414,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",3903.08785889828,13,6,4,57.4544467464126,7845.17571779656,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2216.91387385854,16,4,2,77.91675272847,4481.82774771707,"Online","Persona","Bja","Si","No","Normal"
"No_sospechoso",1795.13005780636,17,7,5,51.3486936176083,3641.26011561271,"Online","Persona","Baja","No","No","Normal"
"Sospechoso",4213.74928038769,15,4,2,69.9683405826308,8472.49856077539,"Sucursal","Persona","Alta","No","No","Volatil"
"Sospechoso",13575.1563658618,21,3,4,61.1223460806087,27213.3127317236,"Online","Persona","Alta","No","No","Normal"
"No_sospechoso",3343.57413278027,17,13,5,59.6715403365173,6738.14826556054,"Sucursal","Empresa","Baja","No","No","Volatil"
"No_sospechoso",7934.87495664843,16,6,0,58.1541199704251,15917.7499132969,"Online","Empresa","Alta","No","No","Normal"
"No_sospechoso",5336.15296044295,16,9,0,70.499449992813,10720.3059208859,"Internacional","Persona","Baja","No","No","Normal"
"No_sospechoso",4695.05676237469,15,9,1,NA,9435.11352474938,"Online","Offshore","Baja","No","No","Normal"
"No_sospechoso",6658.45271446306,15,5,1,NA,13361.9054289261,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",2555.17599603886,17,5,5,74.4669533641696,5161.35199207772,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",5361.18654510919,15,7,2,58.2359315470547,10767.3730902184,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",5673.00726744272,14,11,2,55.0796821661228,11388.0145348854,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",2490.20957546074,17,7,1,55.1092356027644,5031.41915092148,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",12518.9502094008,19,7,3,40.0693694821194,25094.9004188016,"Sucursal","Persona","Bja","No","No","Volatil"
"No_sospechoso",5442.06724625721,16,8,2,70.3556086501036,10932.1344925144,"Online","Empresa","Bja","No","No","Normal"
"No_sospechoso",4111.90420584297,14,7,3,54.1941356760257,8265.80841168595,"Sucursal","Empresa","Bja","No","No","Atipico"
"No_sospechoso",4513.35273152657,17,9,3,68.8265387799944,9077.70546305315,"Internacional","Empresa","Bja","No","No","Normal"
"No_sospechoso",4072.49738174566,15,11,5,51.5077413251107,8189.99476349133,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",8047.99166923481,16,9,2,67.9207526938913,16143.9833384696,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",2886.08020213505,21,8,0,66.9689697777362,5835.1604042701,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",5231.9555440934,17,11,3,61.1620332768686,10514.9110881868,"Online","Persona","Baja","No","No","Volatil"
"No_sospechoso",2208.49370585978,17,5,3,48.7168245500044,4467.98741171955,"Sucursal","Offshore","Baja","No","No","Atipico"
"No_sospechoso",1062.91584948549,12,4,0,53.9979988375292,2161.83169897099,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",1830.44468018967,13,5,1,55.7679647454917,3699.88936037935,"Online","Persona","Bja","No","No","Atipico"
"No_sospechoso",7582.4813537514,18,7,2,72.4223133415508,15218.9627075028,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",6579.52358185879,18,6,2,41.4707336109765,13213.0471637176,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",3178.69336572183,16,9,0,71.4354654578274,6405.38673144366,"Sucursal","Offshore","Baja","No","No","Normal"
"No_sospechoso",4255.41120596327,16,6,2,54.7457926725205,8558.82241192655,"Sucursal","Persona","Baja","Si","No","Normal"
"No_sospechoso",1566.89350092446,13,6,1,NA,3172.78700184893,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",3588.21720462298,16,7,0,55.8723572850142,7224.43440924596,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3850.79900524328,15,7,3,32.9900512881425,7746.59801048656,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",2299.32992365654,13,7,2,46.6965943943341,4637.65984731307,"Online","Persona","Alta","No","No","Atipico"
"No_sospechoso",4061.23027270457,12,2,0,63.1797239564207,8158.46054540914,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",2761.41811484789,14,6,2,66.7830400874388,5564.83622969577,"Internacional","Persona","Bja","No","No","Normal"
"No_sospechoso",3349.12549129736,13,9,5,73.0861729165172,6737.25098259472,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",2449.13406151582,15,10,0,54.2852872785823,4943.26812303164,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3891.98970722064,18,5,0,64.064620460259,7837.97941444128,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",6454.41677630528,15,7,3,38.9845273010011,12953.8335526106,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",5019.35230348588,13,4,1,62.4086748077484,10077.7046069718,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2959.95016146026,15,6,0,78.3573073727202,5964.90032292052,NA,"Persona","Bja","No","No","Normal"
"No_sospechoso",4334.705710262,14,13,2,59.6825603490825,8711.411420524,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",2791.31584742905,17,9,1,63.4986307683917,5633.6316948581,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",1397.99557257583,17,11,3,48.7409498378962,2846.99114515166,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",1313.29815028376,13,7,0,69.6395057446887,2665.59630056753,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1604.77096870203,16,8,1,67.397739236325,3257.54193740406,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",4737.67607254716,19,8,1,NA,9532.35214509432,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",7376.74533659109,18,4,2,58.795990257011,14807.4906731822,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",3455.2792306304,15,6,3,55.595418246609,6955.55846126079,"Sucursal","Persona","Bja","No","No","Normal"
"No sospechoso",2398.27668707931,17,6,1,NA,4847.55337415862,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",6104.68852016403,17,8,1,59.8761319814899,12260.3770403281,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",4383.22678393283,16,7,3,75.0849894249908,8814.45356786566,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",9476.03774586509,16,6,5,65.4891490490084,19000.0754917302,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",4849.26074304675,17,9,3,52.394553357796,9749.5214860935,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",5184.03864053738,15,4,1,63.2171554067394,10413.0772810748,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",6734.36430556647,17,7,4,62.451018771295,13519.7286111329,"Sucursal","Empresa","Baja","No","No","Normal"
"No_sospechoso",5904.22116928628,16,9,2,65.0436322241854,11856.4423385726,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2088.82692145607,16,6,0,65.3219713715296,4225.65384291214,"Internacional","Persona","Bja","No","No","Volatil"
"No_sospechoso",7249.11895779782,18,9,2,62.7383437421406,14552.2379155956,NA,"Persona","Baja","No","No","Normal"
"No_sospechoso",3333.26890601495,13,10,3,58.9338407687009,6705.5378120299,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",6821.91257260632,16,6,1,42.8341485128797,13691.8251452126,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",5139.09363342301,14,8,2,67.7821712443307,10320.187266846,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",3168.85047888633,15,8,2,43.7356416461767,6382.70095777265,"Sucursal","Persona","Bja","No","No","Atipico"
"Sospechoso",8865.71036013522,19,2,4,86.852040186338,17788.4207202704,"Sucursal","Persona","Bja","Si","No","Atipico"
"No_sospechoso",3297.85944709076,16,7,1,50.8818169497116,6643.71889418152,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",7015.29913700368,16,7,1,66.456108803411,14078.5982740074,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2630.9506862556,16,6,3,51.9012380840687,5309.90137251121,"Internacional","Persona","Baja","No","No","Atipico"
"No_sospechoso",5483.68101688268,15,5,1,51.5781731084923,11012.3620337654,"Internacional","Persona","Bja","No","No","Atipico"
"No_sospechoso",1026.05774537574,14,4,1,45.7528853584987,2094.11549075149,"Online","Persona","Baja","No","No","Normal"
"No_sospechoso",2332.72691810872,14,12,1,77.3419230594153,4707.45383621744,"Online","Persona","Bja","No","No","Atipico"
"No sospechoso",3136.86669572341,15,8,4,52.8312557937457,6318.73339144681,"Internacional","Persona","Baja","No","No","Volatil"
"No_sospechoso",1781.87150432175,15,7,3,44.4634370511787,3608.74300864351,"Sucursal","Empresa","Bja","No","No","Normal"
"No_sospechoso",7549.24911318136,16,9,2,NA,15146.4982263627,"Sucursal","Persona","Bja","Si","No","Normal"
"No_sospechoso",2574.71370269361,17,9,1,48.1660887290565,5200.42740538721,"Sucursal","Offshore","Baja","No","No","Volatil"
"No_sospechoso",1389.04730342988,17,6,0,45.9845326269246,2829.09460685977,"Sucursal","Persona","Baja","No","No","Normal"
"No_sospechoso",2460.68773696488,17,6,3,NA,4972.37547392975,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",6303.03968533238,19,4,6,54.10740264632,12663.0793706648,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",1341.58138728429,14,10,1,62.6180602782412,2725.16277456857,NA,"Persona","Baja","Si","No","Volatil"
"No_sospechoso",2669.37741688581,17,9,3,37.7238720244391,5389.75483377161,"Sucursal","Empresa","Bja","No","No","Normal"
"Sospechoso",9905.20355393599,13,6,3,71.4834565132712,19849.407107872,"Sucursal","Offshore","Alta","No","No","Atipico"
"No_sospechoso",1728.04071607232,13,6,0,66.7896736926306,3495.08143214465,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",4236.81702260039,18,9,3,51.6309641128821,8527.63404520078,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4243.6122973462,19,4,2,54.7268122436092,8544.2245946924,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",4410.00587583974,16,5,4,55.5119125129131,8868.01175167948,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",7510.89412699197,17,6,0,60.1768652125008,15072.7882539839,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",2919.21886053097,15,6,4,58.1701339998657,5883.43772106194,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",2901.05136787705,16,9,1,66.2231376158027,5850.10273575409,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",2441.00036321453,15,9,2,64.9333474074518,4927.00072642906,"Online","Offshore","Baja","No","No","Normal"
"No_sospechoso",7620.60215928862,18,7,2,45.8687518137693,15295.2043185772,"Online","Persona","Baja","No","No","Atipico"
"No_sospechoso",2467.45647639507,15,6,1,47.5459623035592,4979.91295279013,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",5591.50923411847,12,7,1,58.2603272659235,11219.0184682369,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",4204.20369812076,17,12,2,50.1904640528438,8459.40739624153,"Sucursal","Persona","Alta","No","No","Normal"
"No_sospechoso",3893.26809468181,14,5,2,50.9260478657961,7828.53618936362,"Sucursal","Persona","Bja","No","No","Normal"
"No_sospechoso",12556.2588314012,18,10,0,75.0943392186579,25166.5176628023,"Internacional","Empresa","Alta","No","No","Normal"
"No_sospechoso",4678.9639875532,16,8,0,67.2600930837413,9405.9279751064,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",2769.98915555038,16,9,0,NA,5587.97831110076,"Sucursal","Persona","Baja","No","No","Volatil"
"No_sospechoso",1358.22133848876,17,8,1,52.5989680668118,2767.44267697752,"Sucursal","Empresa","Bja","No","No","Atipico"
"No sospechoso",3365.51287508816,15,2,2,62.2366645581679,6776.02575017632,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",12380.7739841284,16,10,3,59.8972549831078,24809.5479682569,"Sucursal","Empresa","Baja","No","No","Volatil"
"No_sospechoso",1315.09049352132,15,7,0,63.5128221082872,2675.18098704264,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",7962.82886678192,18,10,2,55.6531616074899,15979.6577335638,"Online","Persona","Bja","Si","No","Normal"
"No_sospechoso",5489.66551540245,18,8,1,69.1481732284174,11033.3310308049,"Sucursal","Persona","Bja","No","No","Atipico"
"No_sospechoso",1922.566626292,13,5,3,65.7193958115414,3884.13325258399,"Sucursal","Persona","Baja","No","No","Atipico"
"No_sospechoso",4566.99587924197,15,7,2,60.4306442574278,9178.99175848393,"Online","Persona","Bja","No","No","Normal"
"No_sospechoso",17963.1941404607,13,8,2,51.3705752015721,35965.3882809215,"Internacional","Persona","Alta","No","No","Normal"
